county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,total_snap_payments,avg_snap_payment,month,year,payment_inflation_adjusted
San Saba,295,630,67,200,253,30,80,"$75,253.00",$255.09,August,2021,$302.10
Travis,38372,78307,11752,28268,29426,2931,5930,"$10,982,745.00",$286.22,August,2021,$338.96
Williamson,10432,24261,3528,8774,9239,684,2036,"$3,145,545.00",$301.53,August,2021,$357.09
Bastrop,4196,9645,1484,3805,3356,370,630,"$1,316,171.00",$313.67,September ,2021,$370.47
Bell,19954,46584,6646,16723,19078,1620,2517,"$6,054,406.00",$303.42,September ,2021,$358.35
Blanco,246,476,62,127,187,29,71,"$55,878.00",$227.15,September ,2021,$268.27
Burnet,1487,3152,415,1018,1222,170,327,"$384,320.00",$258.45,September ,2021,$305.25
Caldwell,2275,5307,807,1988,1912,204,396,"$694,510.00",$305.28,September ,2021,$360.55
Coryell,3214,7631,1087,2639,3208,288,409,"$929,239.00",$289.12,September ,2021,$341.47
Falls,1264,2616,373,814,1034,121,274,"$322,365.00",$255.04,September ,2021,$301.21
Fayette,805,1713,246,561,651,67,188,"$219,761.00",$273.00,September ,2021,$322.42
Freestone,1014,2166,273,720,866,102,205,"$273,203.00",$269.43,September ,2021,$318.21
Gillespie,486,1065,163,343,393,42,124,"$124,981.00",$257.16,September ,2021,$303.72
Hays,5656,13016,1976,4737,5065,372,866,"$1,719,703.00",$304.05,September ,2021,$359.10
Lampasas,991,2116,253,660,917,109,177,"$272,079.00",$274.55,September ,2021,$324.26
Lee,742,1657,240,622,607,79,109,"$209,636.00",$282.53,September ,2021,$333.68
Limestone,1502,3182,403,1074,1297,148,260,"$397,018.00",$264.33,September ,2021,$312.18
Llano,827,1719,209,517,683,96,214,"$213,016.00",$257.58,September ,2021,$304.21
McLennan,14109,30718,4427,10601,12296,1294,2100,"$3,930,427.00",$278.58,September ,2021,$329.01
Milam,1648,3452,406,1102,1399,193,352,"$432,637.00",$262.52,September ,2021,$310.05
Mills,162,336,36,100,146,20,34,"$39,230.00",$242.16,September ,2021,$286.01
San Saba,289,612,64,196,240,28,84,"$72,507.00",$250.89,September ,2021,$296.31
Travis,38203,78134,11674,28314,29173,2955,6018,"$10,967,499.00",$287.08,September ,2021,$339.06
Williamson,10476,24425,3557,8892,9202,698,2076,"$3,182,954.00",$303.83,September ,2021,$358.84
Bastrop,4424,10276,1585,4094,3556,386,655,"$1,547,685.00",$349.84,October,2021,$409.77
Bell,20906,49427,7067,17907,20164,1695,2594,"$7,103,674.00",$339.79,October,2021,$398.01
Blanco,249,486,60,137,188,32,69,"$67,124.00",$269.57,October,2021,$315.76
Burnet,1550,3340,451,1092,1288,179,330,"$457,025.00",$294.85,October,2021,$345.37
Caldwell,2366,5611,869,2118,2002,213,409,"$812,800.00",$343.53,October,2021,$402.39
Coryell,3346,8101,1170,2850,3365,296,420,"$1,101,969.00",$329.34,October,2021,$385.76
Falls,1308,2731,386,866,1072,129,278,"$374,386.00",$286.23,October,2021,$335.27
Fayette,833,1776,249,586,679,71,191,"$251,195.00",$301.55,October,2021,$353.22
Freestone,1047,2252,288,765,896,101,202,"$318,220.00",$303.94,October,2021,$356.01
Gillespie,488,1086,170,353,392,46,125,"$145,154.00",$297.45,October,2021,$348.41
Hays,5994,13971,2120,5188,5380,388,895,"$2,044,218.00",$341.04,October,2021,$399.47
Lampasas,1030,2220,264,711,954,112,179,"$315,689.00",$306.49,October,2021,$359.00
Lee,786,1767,265,652,651,83,116,"$245,811.00",$312.74,October,2021,$366.32
Limestone,1569,3383,426,1163,1375,155,264,"$465,262.00",$296.53,October,2021,$347.34
Llano,861,1819,229,551,720,101,218,"$245,708.00",$285.38,October,2021,$334.27
McLennan,14786,32501,4736,11281,12963,1339,2182,"$4,636,474.00",$313.57,October,2021,$367.30
Milam,1699,3638,436,1191,1451,200,360,"$503,096.00",$296.11,October,2021,$346.84
Mills,176,365,40,108,162,22,33,"$50,555.00",$287.24,October,2021,$336.46
San Saba,306,672,74,222,260,29,87,"$86,239.00",$281.83,October,2021,$330.11
Travis,39883,82440,12427,30127,30611,3098,6177,"$12,826,003.00",$321.59,October,2021,$376.69
Williamson,10950,25768,3784,9442,9688,714,2140,"$3,736,433.00",$341.23,October,2021,$399.69
Bastrop,4569,10615,1640,4239,3680,395,661,"$1,616,159.00",$353.72,November,2021,$412.30
Bell,21457,50964,7269,18566,20754,1740,2635,"$7,399,730.00",$344.86,November,2021,$401.97
Blanco,259,507,67,144,196,30,70,"$71,630.00",$276.56,November,2021,$322.36
Burnet,1594,3460,462,1139,1335,186,338,"$471,398.00",$295.73,November,2021,$344.71
Caldwell,2436,5790,889,2199,2065,214,423,"$846,216.00",$347.38,November,2021,$404.91
Coryell,3475,8504,1234,3009,3528,305,428,"$1,160,568.00",$333.98,November,2021,$389.28
Falls,1333,2812,392,911,1099,130,280,"$391,730.00",$293.87,November,2021,$342.54
Fayette,856,1862,262,624,715,70,191,"$263,853.00",$308.24,November,2021,$359.28
Freestone,1073,2345,296,819,923,103,204,"$336,824.00",$313.91,November,2021,$365.89
Gillespie,511,1147,177,380,414,47,129,"$150,870.00",$295.24,November,2021,$344.14
Hays,6155,14364,2177,5361,5519,404,903,"$2,121,946.00",$344.75,November,2021,$401.84
Lampasas,1032,2254,283,718,961,117,175,"$317,398.00",$307.56,November,2021,$358.49
Lee,805,1817,268,678,669,81,121,"$259,656.00",$322.55,November,2021,$375.97
Limestone,1629,3528,432,1216,1447,159,274,"$487,556.00",$299.30,November,2021,$348.86
Llano,892,1918,247,597,753,99,222,"$268,744.00",$301.28,November,2021,$351.17
McLennan,15189,33663,4858,11828,13395,1355,2227,"$4,841,763.00",$318.77,November,2021,$371.56
Milam,1740,3770,450,1246,1510,201,363,"$525,576.00",$302.06,November,2021,$352.08
Mills,178,374,42,111,167,21,33,"$50,865.00",$285.76,November,2021,$333.08
San Saba,303,658,68,219,256,29,86,"$86,893.00",$286.78,November,2021,$334.27
Travis,40833,84837,12729,31221,31458,3121,6308,"$13,335,092.00",$326.58,November,2021,$380.66
Williamson,11334,26753,3881,9852,10109,749,2162,"$3,927,300.00",$346.51,November,2021,$403.89
Bastrop,4595,10757,1671,4336,3679,397,674,"$1,629,075.00",$354.53,December,2021,$411.98
Bell,21740,51745,7343,18912,21048,1759,2683,"$7,501,589.00",$345.06,December,2021,$400.97
Blanco,259,510,67,145,196,32,70,"$72,546.00",$280.10,December,2021,$325.48
Burnet,1608,3539,463,1188,1368,180,340,"$482,362.00",$299.98,December,2021,$348.58
Caldwell,2469,5893,902,2258,2081,221,431,"$860,304.00",$348.44,December,2021,$404.90
Coryell,3523,8650,1259,3040,3611,300,440,"$1,185,845.00",$336.60,December,2021,$391.14
Falls,1347,2860,387,944,1108,129,292,"$397,849.00",$295.36,December,2021,$343.22
Fayette,849,1863,258,639,700,73,193,"$265,192.00",$312.36,December,2021,$362.97
Freestone,1097,2407,303,841,945,109,209,"$346,687.00",$316.03,December,2021,$367.24
Gillespie,512,1155,176,386,414,49,130,"$153,810.00",$300.41,December,2021,$349.09
Hays,6240,14569,2200,5425,5600,416,928,"$2,154,666.00",$345.30,December,2021,$401.25
Lampasas,1049,2283,281,736,956,128,182,"$323,551.00",$308.44,December,2021,$358.41
Lee,808,1839,272,688,678,81,120,"$262,651.00",$325.06,December,2021,$377.73
Limestone,1692,3673,459,1262,1498,171,283,"$511,572.00",$302.35,December,2021,$351.34
Llano,908,1968,250,620,764,103,231,"$273,630.00",$301.35,December,2021,$350.18
McLennan,15295,34075,4929,12017,13507,1371,2251,"$4,879,219.00",$319.01,December,2021,$370.70
Milam,1749,3807,459,1256,1519,207,366,"$531,213.00",$303.72,December,2021,$352.94
Mills,177,374,40,114,164,21,35,"$50,173.00",$283.46,December,2021,$329.39
San Saba,316,691,76,224,274,30,87,"$91,113.00",$288.33,December,2021,$335.05
Travis,41093,86031,13052,31830,31612,3165,6372,"$13,546,318.00",$329.65,December,2021,$383.06
Williamson,11445,27070,3906,9982,10227,750,2205,"$3,980,851.00",$347.82,December,2021,$404.18
Bastrop,4651,10943,1694,4432,3747,402,668,"$1,633,408.00",$351.20,January ,2022,$404.69
Bell,21992,52449,7525,19137,21323,1774,2690,"$7,475,992.00",$339.94,January ,2022,$391.73
Blanco,259,507,68,142,196,29,72,"$70,376.00",$271.72,January ,2022,$313.11
Burnet,1643,3637,478,1228,1410,179,342,"$488,862.00",$297.54,January ,2022,$342.87
Caldwell,2513,5993,938,2269,2136,225,425,"$862,094.00",$343.05,January ,2022,$395.31
Coryell,3583,8810,1270,3101,3707,297,435,"$1,179,179.00",$329.10,January ,2022,$379.24
Falls,1367,2901,399,953,1128,128,293,"$398,065.00",$291.20,January ,2022,$335.55
Fayette,858,1876,252,647,713,74,190,"$261,082.00",$304.29,January ,2022,$350.64
Freestone,1103,2384,299,828,939,107,211,"$337,707.00",$306.17,January ,2022,$352.81
Gillespie,524,1197,183,403,430,47,134,"$157,678.00",$300.91,January ,2022,$346.75
Hays,6375,14920,2241,5578,5743,414,944,"$2,155,770.00",$338.16,January ,2022,$389.67
Lampasas,1065,2308,282,742,968,132,184,"$321,223.00",$301.62,January ,2022,$347.56
Lee,821,1872,274,706,694,84,114,"$264,820.00",$322.56,January ,2022,$371.69
Limestone,1710,3746,465,1301,1519,170,291,"$510,594.00",$298.59,January ,2022,$344.08
Llano,925,2039,265,645,794,105,230,"$275,944.00",$298.32,January ,2022,$343.76
McLennan,15453,34509,5040,12139,13707,1367,2256,"$4,882,817.00",$315.98,January ,2022,$364.11
Milam,1764,3855,468,1272,1536,206,373,"$519,899.00",$294.73,January ,2022,$339.62
Mills,182,389,42,122,170,21,34,"$50,858.00",$279.44,January ,2022,$322.01
San Saba,319,692,76,222,276,31,87,"$90,246.00",$282.90,January ,2022,$326.00
Travis,41888,87946,13396,32588,32360,3188,6414,"$13,675,930.00",$326.49,January ,2022,$376.22
Williamson,11747,27841,4013,10277,10585,739,2227,"$4,045,245.00",$344.36,January ,2022,$396.82
Bastrop,4529,10660,1657,4311,3636,395,661,"$1,573,706.00",$347.47,February,2022,$396.78
Bell,21404,51084,7379,18604,20670,1737,2694,"$7,224,818.00",$337.55,February,2022,$385.44
Blanco,258,511,65,144,198,30,74,"$67,821.00",$262.87,February,2022,$300.17
Burnet,1623,3588,467,1208,1389,174,350,"$475,329.00",$292.87,February,2022,$334.43
Caldwell,2467,5928,938,2270,2076,215,429,"$838,189.00",$339.76,February,2022,$387.97
Coryell,3481,8670,1255,3098,3598,290,429,"$1,150,914.00",$330.63,February,2022,$377.54
Falls,1319,2804,379,936,1070,124,295,"$378,533.00",$286.98,February,2022,$327.71
Fayette,824,1773,245,600,671,69,188,"$242,244.00",$293.99,February,2022,$335.70
Freestone,1085,2373,308,827,929,105,204,"$333,766.00",$307.62,February,2022,$351.27
Gillespie,513,1185,194,398,411,45,137,"$149,599.00",$291.62,February,2022,$333.00
Hays,6298,14753,2213,5492,5701,406,941,"$2,131,265.00",$338.40,February,2022,$386.42
Lampasas,1037,2257,275,728,941,127,186,"$312,228.00",$301.09,February,2022,$343.81
Lee,792,1792,265,679,651,84,113,"$252,512.00",$318.83,February,2022,$364.07
Limestone,1642,3571,445,1226,1450,161,289,"$479,864.00",$292.24,February,2022,$333.71
Llano,924,2020,263,629,785,110,233,"$275,584.00",$298.25,February,2022,$340.57
McLennan,15126,33829,4915,11940,13376,1342,2256,"$4,728,036.00",$312.58,February,2022,$356.93
Milam,1701,3683,433,1227,1450,200,373,"$488,372.00",$287.11,February,2022,$327.85
Mills,181,393,42,127,174,17,33,"$50,819.00",$280.77,February,2022,$320.61
San Saba,300,646,68,208,256,32,82,"$83,117.00",$277.06,February,2022,$316.37
Travis,40991,86055,13105,31868,31592,3110,6380,"$13,271,343.00",$323.76,February,2022,$369.71
Williamson,11458,27186,3875,10095,10248,748,2220,"$3,916,569.00",$341.82,February,2022,$390.32
Bastrop,4532,10649,1661,4279,3639,389,681,"$1,565,031.00",$345.33,March,2022,$389.14
Bell,21248,50846,7320,18548,20507,1758,2713,"$7,129,398.00",$335.53,March,2022,$378.10
Blanco,254,504,59,147,195,29,74,"$66,555.00",$262.03,March,2022,$295.27
Burnet,1615,3569,472,1200,1362,175,360,"$472,149.00",$292.35,March,2022,$329.44
Caldwell,2434,5875,947,2245,2025,222,436,"$826,513.00",$339.57,March,2022,$382.65
Coryell,3472,8649,1251,3079,3595,286,438,"$1,135,551.00",$327.06,March,2022,$368.55
Falls,1306,2757,363,912,1051,130,301,"$374,339.00",$286.63,March,2022,$322.99
Fayette,825,1762,238,593,671,69,191,"$244,059.00",$295.83,March,2022,$333.36
Freestone,1067,2341,299,811,928,102,201,"$329,644.00",$308.94,March,2022,$348.14
Gillespie,505,1152,190,380,403,43,136,"$143,859.00",$284.87,March,2022,$321.01
Hays,6305,14801,2207,5546,5685,417,946,"$2,125,283.00",$337.08,March,2022,$379.84
Lampasas,1026,2237,272,723,924,129,189,"$309,426.00",$301.58,March,2022,$339.84
Lee,787,1798,275,677,651,85,110,"$253,037.00",$321.52,March,2022,$362.31
Limestone,1628,3515,432,1205,1419,165,294,"$473,284.00",$290.71,March,2022,$327.59
Llano,925,2016,259,634,779,106,238,"$271,826.00",$293.87,March,2022,$331.15
McLennan,15028,33556,4891,11803,13245,1352,2265,"$4,681,126.00",$311.49,March,2022,$351.01
Milam,1695,3683,437,1225,1449,199,373,"$493,536.00",$291.17,March,2022,$328.11
Mills,180,389,41,127,171,18,32,"$51,632.00",$286.84,March,2022,$323.23
San Saba,299,646,69,204,258,33,82,"$82,683.00",$276.53,March,2022,$311.61
Travis,40521,84952,12933,31325,31226,3101,6367,"$13,042,940.00",$321.88,March,2022,$362.71
Williamson,11400,26939,3835,9933,10166,764,2241,"$3,866,340.00",$339.15,March,2022,$382.18
Bastrop,4506,10561,1644,4260,3588,377,692,"$1,556,286.00",$345.38,April ,2022,$387.03
Bell,21170,50889,7326,18654,20410,1765,2734,"$7,123,003.00",$336.47,April ,2022,$377.05
Blanco,253,516,64,153,196,28,75,"$66,772.00",$263.92,April ,2022,$295.75
Burnet,1622,3599,459,1229,1371,180,360,"$477,415.00",$294.34,April ,2022,$329.83
Caldwell,2421,5829,915,2254,2000,217,443,"$826,432.00",$341.36,April ,2022,$382.53
Coryell,3462,8567,1234,3036,3554,285,458,"$1,133,964.00",$327.55,April ,2022,$367.05
Falls,1310,2768,357,925,1050,129,307,"$377,811.00",$288.41,April ,2022,$323.19
Fayette,836,1756,243,577,664,66,206,"$242,364.00",$289.91,April ,2022,$324.87
Freestone,1085,2373,295,827,930,114,207,"$326,223.00",$300.67,April ,2022,$336.93
Gillespie,507,1159,190,387,403,39,140,"$142,151.00",$280.38,April ,2022,$314.19
Hays,6246,14694,2213,5460,5625,422,974,"$2,107,395.00",$337.40,April ,2022,$378.09
Lampasas,1019,2233,264,723,922,131,193,"$299,510.00",$293.93,April ,2022,$329.37
Lee,777,1752,256,668,626,85,117,"$249,277.00",$320.82,April ,2022,$359.51
Limestone,1634,3542,446,1212,1421,167,296,"$474,033.00",$290.11,April ,2022,$325.09
Llano,915,2002,257,626,769,110,240,"$264,845.00",$289.45,April ,2022,$324.36
McLennan,14953,33462,4874,11754,13147,1361,2326,"$4,645,221.00",$310.65,April ,2022,$348.12
Milam,1684,3672,443,1228,1424,195,382,"$501,023.00",$297.52,April ,2022,$333.40
Mills,174,380,46,121,167,16,30,"$52,744.00",$303.13,April ,2022,$339.68
San Saba,307,676,76,218,271,28,83,"$87,694.00",$285.65,April ,2022,$320.10
Travis,40189,83999,12807,30793,30841,3083,6475,"$12,918,920.00",$321.45,April ,2022,$360.22
Williamson,11331,26803,3810,9877,10113,769,2234,"$3,849,783.00",$339.76,April ,2022,$380.73
Bastrop,4463,10382,1601,4194,3510,383,694,"$1,521,728.00",$340.97,May ,2022,$377.92
Bell,20701,49716,7209,18161,19881,1734,2731,"$6,944,797.00",$335.48,May ,2022,$371.84
Blanco,250,497,56,147,191,27,76,"$63,580.00",$254.32,May ,2022,$281.88
Burnet,1557,3411,448,1138,1284,181,360,"$446,403.00",$286.71,May ,2022,$317.78
Caldwell,2348,5606,892,2156,1898,214,446,"$783,561.00",$333.71,May ,2022,$369.88
Coryell,3394,8385,1184,2992,3441,295,473,"$1,096,577.00",$323.09,May ,2022,$358.11
Falls,1291,2702,345,883,1030,134,310,"$369,022.00",$285.84,May ,2022,$316.82
Fayette,805,1671,226,543,625,71,206,"$225,405.00",$280.01,May ,2022,$310.35
Freestone,1060,2325,292,809,910,109,205,"$315,345.00",$297.50,May ,2022,$329.74
Gillespie,493,1147,184,396,391,39,137,"$140,353.00",$284.69,May ,2022,$315.55
Hays,6043,14176,2154,5264,5378,408,972,"$2,024,583.00",$335.03,May ,2022,$371.34
Lampasas,986,2155,256,689,889,127,194,"$290,013.00",$294.13,May ,2022,$326.01
Lee,735,1642,246,631,557,85,123,"$224,552.00",$305.51,May ,2022,$338.63
Limestone,1592,3433,432,1166,1375,159,301,"$460,275.00",$289.12,May ,2022,$320.45
Llano,884,1919,248,599,721,112,239,"$248,998.00",$281.67,May ,2022,$312.20
McLennan,14660,32668,4715,11458,12781,1341,2373,"$4,499,808.00",$306.94,May ,2022,$340.21
Milam,1656,3617,450,1199,1399,190,379,"$494,163.00",$298.41,May ,2022,$330.75
Mills,169,359,42,109,157,19,32,"$47,559.00",$281.41,May ,2022,$311.91
San Saba,304,670,72,218,267,26,87,"$83,933.00",$276.10,May ,2022,$306.02
Travis,38864,81171,12458,29633,29631,3000,6449,"$12,417,390.00",$319.51,May ,2022,$354.14
Williamson,11043,26075,3733,9618,9735,762,2227,"$3,706,275.00",$335.62,May ,2022,$372.00
Bastrop,4301,9950,1538,4027,3321,377,687,"$1,426,457.00",$331.66,June,2022,$362.62
Bell,20219,48771,7113,17884,19336,1713,2725,"$6,726,917.00",$332.70,June,2022,$363.77
Blanco,245,519,67,158,195,26,73,"$64,581.00",$263.60,June,2022,$288.21
Burnet,1482,3224,455,1054,1190,169,356,"$412,510.00",$278.35,June,2022,$304.33
Caldwell,2296,5465,889,2086,1831,211,448,"$744,637.00",$324.32,June,2022,$354.60
Coryell,3253,8051,1131,2899,3265,292,464,"$1,042,998.00",$320.63,June,2022,$350.56
Falls,1276,2662,335,873,1016,124,314,"$358,894.00",$281.26,June,2022,$307.53
Fayette,794,1616,218,508,611,73,206,"$213,609.00",$269.03,June,2022,$294.15
Freestone,1041,2246,291,764,881,106,204,"$294,877.00",$283.26,June,2022,$309.71
Gillespie,464,1068,172,372,353,36,135,"$126,575.00",$272.79,June,2022,$298.26
Hays,5882,13767,2108,5083,5205,387,984,"$1,936,497.00",$329.22,June,2022,$359.96
Lampasas,953,2071,245,652,850,130,194,"$265,928.00",$279.04,June,2022,$305.10
Lee,741,1655,246,634,566,85,124,"$220,679.00",$297.81,June,2022,$325.62
Limestone,1539,3332,430,1127,1315,159,301,"$435,322.00",$282.86,June,2022,$309.27
Llano,873,1874,249,578,687,114,246,"$235,707.00",$270.00,June,2022,$295.20
McLennan,14471,32249,4654,11340,12555,1326,2374,"$4,371,481.00",$302.09,June,2022,$330.29
Milam,1624,3520,434,1168,1351,191,376,"$470,494.00",$289.71,June,2022,$316.76
Mills,170,377,45,124,157,20,31,"$48,231.00",$283.71,June,2022,$310.20
San Saba,283,623,69,200,247,26,81,"$76,274.00",$269.52,June,2022,$294.68
Travis,37491,78159,12143,28255,28469,2929,6363,"$11,706,230.00",$312.24,June,2022,$341.39
Williamson,10744,25251,3591,9299,9388,744,2229,"$3,528,268.00",$328.39,June,2022,$359.05
Bastrop,4355,10054,1569,4042,3346,380,717,"$1,433,106.00",$329.07,July,2022,$359.84
Bell,20209,48454,7004,17735,19217,1716,2782,"$6,660,641.00",$329.59,July,2022,$360.40
Blanco,253,527,67,158,199,30,73,"$66,211.00",$261.70,July,2022,$286.17
Burnet,1486,3195,446,1048,1177,169,355,"$408,896.00",$275.17,July,2022,$300.89
Caldwell,2300,5448,870,2068,1837,217,456,"$747,785.00",$325.12,July,2022,$355.52
Coryell,3265,8004,1137,2850,3248,296,473,"$1,038,826.00",$318.17,July,2022,$347.92
Falls,1293,2698,350,880,1015,128,325,"$360,901.00",$279.12,July,2022,$305.22
Fayette,826,1699,233,536,633,76,221,"$224,766.00",$272.11,July,2022,$297.55
Freestone,1043,2271,283,805,863,109,211,"$295,998.00",$283.79,July,2022,$310.33
Gillespie,461,1059,168,375,349,34,133,"$126,761.00",$274.97,July,2022,$300.68
Hays,5856,13644,2079,5016,5167,386,996,"$1,892,441.00",$323.16,July,2022,$353.38
Lampasas,957,2072,240,657,855,128,192,"$264,769.00",$276.67,July,2022,$302.53
Lee,741,1644,244,629,554,88,129,"$222,306.00",$300.01,July,2022,$328.06
Limestone,1553,3345,428,1119,1335,151,312,"$428,756.00",$276.08,July,2022,$301.89
Llano,871,1865,246,571,676,116,256,"$234,351.00",$269.06,July,2022,$294.22
McLennan,14606,32372,4619,11354,12604,1336,2459,"$4,384,435.00",$300.18,July,2022,$328.25
Milam,1624,3499,434,1154,1340,192,379,"$467,849.00",$288.08,July,2022,$315.02
Mills,173,369,46,115,157,21,30,"$48,435.00",$279.97,July,2022,$306.15
San Saba,289,635,73,199,254,22,87,"$75,050.00",$259.69,July,2022,$283.97
Travis,37732,78027,12030,28016,28476,2980,6525,"$11,689,922.00",$309.81,July,2022,$338.78
Williamson,10797,25194,3597,9223,9353,743,2278,"$3,546,145.00",$328.44,July,2022,$359.14
Bastrop,4532,10491,1624,4234,3486,397,750,"$1,545,180.00",$340.95,August,2022,$372.96
Bell,20962,50078,7157,18349,19842,1791,2939,"$7,059,714.00",$336.79,August,2022,$368.40
Blanco,261,526,70,152,195,34,75,"$70,539.00",$270.26,August,2022,$295.64
Burnet,1537,3254,442,1056,1198,182,376,"$431,627.00",$280.82,August,2022,$307.19
Caldwell,2412,5713,896,2189,1920,225,483,"$799,235.00",$331.36,August,2022,$362.47
Coryell,3400,8340,1175,2985,3380,307,493,"$1,111,705.00",$326.97,August,2022,$357.67
Falls,1340,2796,352,924,1052,137,331,"$379,123.00",$282.93,August,2022,$309.49
Fayette,843,1752,248,553,640,79,232,"$235,782.00",$279.69,August,2022,$305.95
Freestone,1083,2355,289,833,897,117,219,"$314,450.00",$290.35,August,2022,$317.61
Gillespie,480,1104,167,399,367,39,132,"$133,946.00",$279.05,August,2022,$305.25
Hays,6167,14287,2175,5235,5419,406,1052,"$2,042,618.00",$331.22,August,2022,$362.31
Lampasas,982,2131,239,689,863,131,209,"$284,802.00",$290.02,August,2022,$317.25
Lee,766,1698,253,651,574,89,131,"$233,381.00",$304.67,August,2022,$333.27
Limestone,1622,3439,432,1128,1381,166,332,"$458,539.00",$282.70,August,2022,$309.24
Llano,919,1951,260,589,707,122,273,"$248,882.00",$270.82,August,2022,$296.24
McLennan,14995,33210,4690,11663,12892,1397,2568,"$4,604,551.00",$307.07,August,2022,$335.90
Milam,1685,3595,434,1180,1381,196,404,"$499,975.00",$296.72,August,2022,$324.58
Mills,188,406,49,129,169,25,34,"$53,461.00",$284.37,August,2022,$311.06
San Saba,306,673,71,219,264,23,96,"$85,228.00",$278.52,August,2022,$304.67
Travis,39069,80497,12318,28969,29262,3112,6836,"$12,422,938.00",$317.97,August,2022,$347.83
Williamson,11294,26369,3730,9694,9808,773,2364,"$3,810,755.00",$337.41,August,2022,$369.09
Bastrop,4622,10730,1671,4337,3536,413,773,"$1,585,837.00",$343.11,September,2022,$374.51
Bell,21280,50843,7230,18660,20095,1826,3032,"$7,181,895.00",$337.50,September,2022,$368.39
Blanco,256,514,66,149,187,33,79,"$66,715.00",$260.61,September,2022,$284.46
Burnet,1586,3363,446,1116,1229,186,386,"$453,130.00",$285.71,September,2022,$311.86
Caldwell,2473,5848,903,2252,1972,224,497,"$822,039.00",$332.41,September,2022,$362.83
Coryell,3457,8545,1195,3081,3445,309,515,"$1,134,121.00",$328.07,September,2022,$358.09
Falls,1360,2824,363,924,1059,142,336,"$381,092.00",$280.21,September,2022,$305.86
Fayette,860,1772,248,557,652,84,231,"$235,939.00",$274.35,September,2022,$299.46
Freestone,1107,2424,306,858,919,124,217,"$321,557.00",$290.48,September,2022,$317.06
Gillespie,500,1156,165,435,378,40,138,"$137,813.00",$275.63,September,2022,$300.86
Hays,6343,14669,2235,5360,5575,412,1087,"$2,114,070.00",$333.29,September,2022,$363.80
Lampasas,1017,2198,247,706,888,136,221,"$291,892.00",$287.01,September,2022,$313.28
Lee,786,1737,259,676,576,90,136,"$237,048.00",$301.59,September,2022,$329.19
Limestone,1637,3501,448,1162,1378,166,347,"$459,741.00",$280.84,September,2022,$306.55
Llano,916,1939,257,596,685,127,274,"$245,395.00",$267.90,September,2022,$292.42
McLennan,15116,33459,4711,11780,12914,1408,2646,"$4,626,885.00",$306.09,September,2022,$334.11
Milam,1712,3630,421,1187,1399,205,418,"$501,397.00",$292.87,September,2022,$319.68
Mills,193,420,56,129,175,22,38,"$56,817.00",$294.39,September,2022,$321.34
San Saba,310,681,71,223,262,26,99,"$83,141.00",$268.20,September,2022,$292.75
Travis,39511,81606,12496,29624,29348,3167,6971,"$12,588,192.00",$318.60,September,2022,$347.76
Williamson,11659,27148,3851,9973,10080,804,2440,"$3,948,766.00",$338.69,September,2022,$369.69
Bastrop,4759,11064,1722,4489,3657,414,782,"$1,922,904.00",$404.06,October ,2022,$439.26
Bell,21541,51564,7286,19003,20354,1846,3075,"$8,585,796.00",$398.58,October ,2022,$433.31
Blanco,263,535,68,159,196,35,77,"$82,256.00",$312.76,October ,2022,$340.01
Burnet,1613,3453,460,1152,1264,189,388,"$556,990.00",$345.31,October ,2022,$375.40
Caldwell,2495,5938,914,2309,1987,227,501,"$993,614.00",$398.24,October ,2022,$432.94
Coryell,3494,8712,1215,3155,3534,296,512,"$1,374,579.00",$393.41,October ,2022,$427.69
Falls,1361,2844,371,930,1063,144,336,"$460,364.00",$338.25,October ,2022,$367.72
Fayette,883,1836,254,587,677,85,233,"$295,520.00",$334.68,October ,2022,$363.84
Freestone,1122,2470,318,874,926,128,224,"$393,280.00",$350.52,October ,2022,$381.06
Gillespie,506,1184,173,444,390,37,140,"$171,696.00",$339.32,October ,2022,$368.88
Hays,6421,14902,2240,5508,5651,409,1094,"$2,542,435.00",$395.96,October ,2022,$430.45
Lampasas,1027,2236,259,717,897,135,228,"$358,737.00",$349.31,October ,2022,$379.74
Lee,809,1793,262,691,615,91,134,"$295,057.00",$364.72,October ,2022,$396.49
Limestone,1662,3578,454,1200,1404,171,349,"$569,963.00",$342.94,October ,2022,$372.82
Llano,939,1996,267,622,707,127,273,"$307,314.00",$327.28,October ,2022,$355.79
McLennan,15197,33731,4782,11897,12979,1427,2646,"$5,534,847.00",$364.21,October ,2022,$395.94
Milam,1725,3681,432,1217,1420,205,407,"$607,906.00",$352.41,October ,2022,$383.11
Mills,196,414,53,129,173,23,36,"$67,061.00",$342.15,October ,2022,$371.96
San Saba,313,681,67,228,259,26,101,"$101,969.00",$325.78,October ,2022,$354.16
Travis,40061,82715,12749,30023,29671,3235,7037,"$14,977,925.00",$373.88,October ,2022,$406.45
Williamson,11844,27521,3937,10062,10265,807,2450,"$4,730,513.00",$399.40,October ,2022,$434.20
Bastrop,4856,11241,1719,4597,3694,424,807,"$1,972,900.00",$406.28,November,2022,$442.12
Bell,21857,52277,7334,19267,20674,1869,3133,"$8,723,785.00",$399.13,November,2022,$434.34
Blanco,275,555,70,165,206,33,81,"$85,828.00",$312.10,November,2022,$339.64
Burnet,1631,3484,461,1167,1264,190,402,"$558,619.00",$342.50,November,2022,$372.72
