county_name,number_of_cases,eligible_individuals,individuals_under_5,individuals_5-17,individuals_18-59,individuals_60-64,individuals_over_64,total_snap_payments,avg_snap_payment,month,year,payment_inflation_adjusted
Williamson,13333,30013,4435,10473,10915,994,3196,"$5,138,305.00",$385.38,March,2025,$390.42
Bastrop,5157,11739,2036,4527,3722,477,977,"$2,089,460.00",$405.17,April ,2025,$409.19
Bell,21979,50053,7028,17643,19544,1914,3924,"$8,420,076.00",$383.10,April ,2025,$386.90
Blanco,283,575,77,177,194,29,98,"$89,902.00",$317.67,April ,2025,$320.82
Burnet,1651,3443,464,1078,1233,182,486,"$544,543.00",$329.83,April ,2025,$333.10
Caldwell,2677,6401,1121,2388,2096,250,546,"$1,085,793.00",$405.60,April ,2025,$409.62
Coryell,3553,8460,1185,2959,3350,315,651,"$1,332,054.00",$374.91,April ,2025,$378.63
Falls,1227,2490,299,800,913,152,326,"$395,220.00",$322.10,April ,2025,$325.30
Fayette,787,1658,229,551,569,87,222,"$262,825.00",$333.96,April ,2025,$337.27
Freestone,1117,2346,304,799,836,119,288,"$380,971.00",$341.07,April ,2025,$344.45
Gillespie,525,1157,173,377,383,48,176,"$172,731.00",$329.01,April ,2025,$332.27
Hays,7004,16125,2605,5754,5954,526,1286,"$2,771,264.00",$395.67,April ,2025,$399.59
Lampasas,1077,2253,272,688,863,150,280,"$365,000.00",$338.90,April ,2025,$342.26
Lee,813,1738,259,600,598,102,179,"$281,357.00",$346.07,April ,2025,$349.50
Limestone,1572,3197,417,1023,1187,179,391,"$503,027.00",$319.99,April ,2025,$323.16
Llano,980,1886,223,558,663,124,318,"$293,723.00",$299.72,April ,2025,$302.69
McLennan,14874,31637,4547,10675,11915,1441,3059,"$5,229,464.00",$351.58,April ,2025,$355.07
Milam,1693,3500,476,1095,1247,211,471,"$566,741.00",$334.76,April ,2025,$338.07
Mills,207,414,44,131,163,22,54,"$65,967.00",$318.68,April ,2025,$321.84
San Saba,319,653,71,199,237,34,112,"$99,588.00",$312.19,April ,2025,$315.28
Travis,43932,85975,14038,28348,31491,3834,8264,"$16,108,452.00",$366.67,April ,2025,$370.30
Williamson,13338,30027,4466,10449,10937,994,3181,"$5,170,414.00",$387.65,April ,2025,$391.49
Bastrop,5138,11741,2056,4523,3750,451,961,"$2,074,561.00",$403.77,May,2025,$406.92
Bell,21878,49909,6979,17663,19497,1878,3892,"$8,403,739.00",$384.12,May,2025,$387.12
Blanco,284,573,75,180,196,28,94,"$90,273.00",$317.86,May,2025,$320.35
Burnet,1637,3400,458,1060,1212,184,486,"$541,222.00",$330.62,May,2025,$333.20
Caldwell,2694,6502,1129,2456,2121,253,543,"$1,113,134.00",$413.19,May,2025,$416.42
Coryell,3531,8405,1180,2926,3333,320,646,"$1,326,635.00",$375.71,May,2025,$378.65
Falls,1223,2500,309,804,922,147,318,"$400,959.00",$327.85,May,2025,$330.41
Fayette,772,1630,224,547,569,82,208,"$256,203.00",$331.87,May,2025,$334.46
Freestone,1109,2351,309,796,839,123,284,"$377,808.00",$340.67,May,2025,$343.34
Gillespie,524,1144,171,370,381,52,170,"$168,746.00",$322.03,May,2025,$324.55
Hays,7038,16276,2620,5849,6001,533,1273,"$2,792,273.00",$396.74,May,2025,$399.84
Lampasas,1066,2224,254,693,853,146,278,"$359,305.00",$337.06,May,2025,$339.69
Lee,819,1748,258,606,608,99,177,"$284,847.00",$347.80,May,2025,$350.52
Limestone,1556,3159,412,1018,1166,175,388,"$501,276.00",$322.16,May,2025,$324.67
Llano,987,1920,230,578,676,122,314,"$302,229.00",$306.21,May,2025,$308.60
McLennan,14702,31407,4532,10621,11869,1409,2976,"$5,204,863.00",$354.02,May,2025,$356.79
Milam,1689,3489,484,1079,1258,208,460,"$566,336.00",$335.31,May,2025,$337.93
Mills,205,403,43,125,160,24,51,"$63,955.00",$311.98,May,2025,$314.41
San Saba,300,615,67,189,217,34,108,"$92,758.00",$309.19,May,2025,$311.61
Travis,43661,85702,14112,28344,31301,3742,8203,"$16,047,290.00",$367.54,May,2025,$370.41
Williamson,13208,29813,4454,10395,10800,996,3168,"$5,120,596.00",$387.69,May,2025,$390.72
Bastrop,5064,11641,2057,4478,3731,441,934,"$2,079,560.00",$410.66,June,2025,$412.46
Bell,21732,49709,7034,17541,19433,1850,3851,"$8,405,291.00",$386.77,June,2025,$388.47
Blanco,279,571,78,176,198,26,93,"$89,836.00",$321.99,June,2025,$323.41
Burnet,1619,3379,462,1063,1204,174,476,"$542,807.99",$335.27,June,2025,$336.74
Caldwell,2656,6455,1134,2429,2123,246,523,"$1,114,739.00",$419.71,June,2025,$421.55
Coryell,3469,8268,1163,2881,3280,319,625,"$1,311,086.00",$377.94,June,2025,$379.60
Falls,1218,2504,318,806,921,146,313,"$403,596.00",$331.36,June,2025,$332.81
Fayette,754,1630,219,566,573,77,195,"$253,520.00",$336.23,June,2025,$337.71
Freestone,1093,2309,297,785,831,116,280,"$374,573.00",$342.70,June,2025,$344.21
Gillespie,526,1183,180,386,399,52,166,"$179,823.00",$341.87,June,2025,$343.37
Hays,7012,16199,2618,5814,6006,523,1238,"$2,797,191.00",$398.91,June,2025,$400.66
Lampasas,1034,2164,256,679,822,146,261,"$351,524.00",$339.97,June,2025,$341.46
Lee,812,1753,261,610,614,96,172,"$281,393.00",$346.54,June,2025,$348.06
Limestone,1540,3149,419,1024,1158,164,384,"$497,794.00",$323.24,June,2025,$324.66
Llano,990,1949,240,579,699,124,307,"$309,187.00",$312.31,June,2025,$313.68
McLennan,14504,31029,4549,10458,11736,1357,2929,"$5,189,194.00",$357.78,June,2025,$359.35
Milam,1636,3416,480,1062,1248,191,435,"$558,131.00",$341.16,June,2025,$342.65
Mills,204,416,47,133,163,21,52,"$64,291.00",$315.15,June,2025,$316.53
San Saba,307,626,67,188,230,36,105,"$95,354.00",$310.60,June,2025,$311.96
Travis,43339,84860,14095,27911,31230,3658,7966,"$16,014,886.00",$369.53,June,2025,$371.15
Williamson,13159,29819,4453,10443,10818,993,3112,"$5,110,324.00",$388.35,June,2025,$390.06
Bastrop,5131,11686,2032,4497,3759,447,951,"$2,067,522.00",$402.95,July,2025,$404.10
Bell,21922,49959,6993,17637,19601,1848,3880,"$8,423,636.00",$384.25,July,2025,$385.36
Blanco,278,571,78,181,192,28,92,"$90,574.00",$325.81,July,2025,$326.74
Burnet,1618,3387,462,1058,1194,184,489,"$541,405.00",$334.61,July,2025,$335.57
Caldwell,2679,6446,1128,2414,2117,246,541,"$1,109,880.00",$414.29,July,2025,$415.48
Coryell,3528,8456,1173,2956,3369,320,638,"$1,314,527.00",$372.60,July,2025,$373.67
Falls,1214,2462,305,778,910,148,321,"$396,024.00",$326.21,July,2025,$327.15
Fayette,754,1607,212,551,563,70,211,"$249,466.00",$330.86,July,2025,$331.81
Freestone,1096,2284,299,760,830,111,284,"$366,710.00",$334.59,July,2025,$335.55
Gillespie,532,1212,185,398,409,51,169,"$186,001.00",$349.63,July,2025,$350.63
Hays,7075,16339,2596,5857,6098,534,1254,"$2,819,970.00",$398.58,July,2025,$399.73
Lampasas,1057,2234,264,704,858,145,263,"$357,599.00",$338.32,July,2025,$339.29
Lee,816,1774,262,621,619,99,173,"$284,469.00",$348.61,July,2025,$349.62
Limestone,1552,3184,407,1035,1176,176,390,"$499,125.00",$321.60,July,2025,$322.53
Llano,999,2012,254,614,708,121,315,"$314,209.00",$314.52,July,2025,$315.43
McLennan,14768,31618,4608,10672,12007,1364,2967,"$5,280,795.00",$357.58,July,2025,$358.61
Milam,1644,3446,477,1063,1263,195,448,"$560,639.00",$341.02,July,2025,$342.00
Mills,204,419,48,131,163,22,55,"$62,365.00",$305.71,July,2025,$306.59
San Saba,298,614,65,188,220,38,103,"$95,874.00",$321.72,July,2025,$322.65
Travis,43991,85755,14048,28121,31722,3737,8127,"$16,109,078.00",$366.19,July,2025,$367.24
Williamson,13305,30090,4467,10526,10974,984,3139,"$5,167,052.00",$388.35,July,2025,$389.47
Bastrop,5149,11633,2011,4424,3794,448,956,"$2,070,188.00",$402.06,August,2025,$402.06
Bell,22186,50543,7044,17827,19905,1844,3923,"$8,505,938.00",$383.39,August,2025,$383.39
Blanco,282,578,90,174,195,27,92,"$93,060.00",$330.00,August,2025,$330.00
Burnet,1628,3420,479,1068,1198,183,492,"$535,137.00",$328.71,August,2025,$328.71
Caldwell,2713,6487,1125,2414,2158,247,543,"$1,117,374.00",$411.86,August,2025,$411.86
Coryell,3562,8502,1193,2953,3382,336,638,"$1,332,946.00",$374.21,August,2025,$374.21
Falls,1232,2513,314,791,930,153,325,"$403,273.00",$327.33,August,2025,$327.33
Fayette,786,1691,223,596,584,74,214,"$259,121.00",$329.67,August,2025,$329.67
Freestone,1109,2329,322,767,838,116,286,"$372,561.00",$335.94,August,2025,$335.94
Gillespie,525,1177,180,382,394,49,172,"$184,955.00",$352.30,August,2025,$352.30
Hays,7160,16472,2597,5907,6140,553,1275,"$2,841,233.00",$396.82,August,2025,$396.82
Lampasas,1083,2284,267,718,884,144,271,"$371,064.00",$342.63,August,2025,$342.63
Lee,822,1785,263,624,620,100,178,"$288,392.00",$350.84,August,2025,$350.84
Limestone,1549,3172,402,1017,1182,181,390,"$501,069.00",$323.48,August,2025,$323.48
Llano,1004,1986,247,589,710,120,320,"$314,048.00",$312.80,August,2025,$312.80
McLennan,14860,31705,4546,10697,12101,1358,3003,"$5,290,951.00",$356.05,August,2025,$356.05
Milam,1640,3438,485,1054,1257,191,451,"$563,655.00",$343.69,August,2025,$343.69
Mills,202,411,47,127,159,20,58,"$62,964.00",$311.70,August,2025,$311.70
San Saba,285,582,61,170,212,37,102,"$89,876.00",$315.35,August,2025,$315.35
Travis,44399,86355,14086,28189,32144,3740,8196,"$16,250,840.00",$366.02,August,2025,$366.02
Williamson,13401,30262,4450,10587,11058,996,3171,"$5,199,453.00",$387.99,August,2025,$387.99
Bastrop,5168,11673,2043,4423,3791,457,959,"$2,063,572.00",$399.30,September,2025,$398.29
Bell,22481,51201,7159,18025,20211,1851,3955,"$8,604,315.00",$382.74,September,2025,$381.77
Blanco,280,577,86,177,194,28,92,"$89,696.00",$320.34,September,2025,$319.53
Burnet,1672,3526,499,1104,1241,184,498,"$552,811.00",$330.63,September,2025,$329.79
Caldwell,2772,6685,1138,2522,2207,257,561,"$1,145,382.00",$413.20,September,2025,$412.15
Coryell,3591,8544,1210,2948,3408,330,648,"$1,345,357.00",$374.65,September,2025,$373.70
Falls,1240,2541,316,805,937,152,331,"$406,179.00",$327.56,September,2025,$326.73
Fayette,775,1675,216,591,585,69,214,"$252,966.00",$326.41,September,2025,$325.58
Freestone,1133,2351,325,763,856,118,289,"$379,398.00",$334.86,September,2025,$334.01
Gillespie,558,1241,188,405,428,47,173,"$190,296.00",$341.03,September,2025,$340.16
Hays,7316,16722,2594,5991,6276,560,1301,"$2,880,687.00",$393.75,September,2025,$392.75
Lampasas,1087,2259,259,709,883,139,269,"$367,588.00",$338.17,September,2025,$337.31
Lee,845,1836,282,625,643,103,183,"$299,400.00",$354.32,September,2025,$353.42
Limestone,1563,3221,409,1042,1207,179,384,"$507,933.00",$324.97,September,2025,$324.15
Llano,1019,2011,244,598,722,120,327,"$317,905.00",$311.98,September,2025,$311.19
McLennan,15010,31909,4550,10732,12223,1371,3033,"$5,284,348.00",$352.06,September,2025,$351.17
Milam,1670,3509,494,1073,1292,186,464,"$570,339.00",$341.52,September,2025,$340.65
Mills,195,390,42,125,148,21,54,"$59,143.00",$303.30,September,2025,$302.53
San Saba,286,575,55,172,207,38,103,"$88,017.00",$307.75,September,2025,$306.97
Travis,44895,87061,14144,28309,32534,3774,8300,"$16,323,707.00",$363.60,September,2025,$362.68
Williamson,13569,30646,4500,10706,11220,1004,3216,"$5,255,804.00",$387.34,September,2025,$386.36
Bastrop,5126,11572,2042,4395,3710,464,961,"$2,109,509",$411.53,October,2025,$410.49
Bell,22423,51042,7151,17908,20148,1850,3985,"$8,854,581",$394.89,October,2025,$393.89
Blanco,284,587,81,186,198,28,94,"$91,253",$321.31,October,2025,$320.50
Burnet,1669,3519,491,1108,1239,184,497,"$578,313",$346.50,October,2025,$345.62
Caldwell,2774,6670,1145,2519,2172,255,579,"$1,172,794",$422.78,October,2025,$421.71
Coryell,3561,8468,1204,2908,3371,327,658,"$1,372,064",$385.30,October,2025,$384.33
Falls,1239,2536,315,793,941,151,336,"$411,803",$332.37,October,2025,$331.52
Fayette,782,1668,219,575,584,71,219,"$264,824",$338.65,October,2025,$337.79
Freestone,1125,2351,340,754,845,124,288,"$391,268",$347.79,October,2025,$346.91
Gillespie,548,1225,189,399,425,46,166,"$194,607",$355.12,October,2025,$354.22
Hays,7336,16786,2623,6007,6287,557,1312,"$2,975,758",$405.64,October,2025,$404.61
Lampasas,1087,2272,259,720,877,140,276,"$378,272",$348.00,October,2025,$347.11
Lee,831,1799,279,600,629,104,187,"$302,909",$364.51,October,2025,$363.59
Limestone,1548,3198,416,1020,1199,178,385,"$526,244",$339.95,October,2025,$339.09
Llano,1005,1969,246,573,697,120,333,"$322,345",$320.74,October,2025,$319.93
McLennan,14951,31875,4588,10703,12168,1363,3053,"$5,439,745",$363.84,October,2025,$362.92
Milam,1622,3362,459,1027,1230,182,464,"$560,967",$345.85,October,2025,$344.97
Mills,193,379,41,115,150,22,51,"$60,540",$313.68,October,2025,$312.88
San Saba,281,563,56,166,201,40,100,"$88,117",$313.58,October,2025,$312.79
Travis,44745,86794,14122,28260,32277,3778,8357,"$16,698,337",$373.19,October,2025,$372.24
Williamson,13533,30563,4563,10660,11102,1003,3235,"$5,370,970",$396.88,October,2025,$395.87
Bastrop,4984,11216,1953,4258,3582,462,961,"$2,042,657",$409.84,November,2025,$409.66
Bell,21859,49694,6950,17457,19477,1845,3965,"$8,568,701",$392.00,November,2025,$391.82
Blanco,279,573,78,182,195,27,91,"$89,624",$321.23,November,2025,$321.09
Burnet,1622,3437,487,1091,1193,181,485,"$563,896",$347.65,November,2025,$347.50
Caldwell,2670,6376,1095,2388,2074,247,572,"$1,121,411",$420.00,November,2025,$419.81
Coryell,3419,8127,1130,2815,3212,310,660,"$1,306,703",$382.19,November,2025,$382.02
Falls,1226,2531,322,801,926,150,332,"$408,934",$333.55,November,2025,$333.40
Fayette,768,1597,202,543,560,74,218,"$254,356",$331.19,November,2025,$331.04
Freestone,1094,2259,323,719,815,121,281,"$370,422",$338.59,November,2025,$338.44
Gillespie,522,1152,174,373,392,46,167,"$181,893",$348.45,November,2025,$348.30
Hays,7095,16199,2530,5794,6025,547,1303,"$2,864,898",$403.79,November,2025,$403.61
Lampasas,1059,2198,240,700,841,137,280,"$363,898",$343.62,November,2025,$343.47
Lee,825,1775,274,597,615,101,188,"$301,138",$365.02,November,2025,$364.85
Limestone,1494,3077,396,984,1142,175,380,"$497,749",$333.17,November,2025,$333.02
Llano,992,1894,227,538,678,118,333,"$306,694",$309.17,November,2025,$309.03
McLennan,14481,30866,4431,10383,11658,1352,3042,"$5,255,840",$362.95,November,2025,$362.78
Milam,1571,3258,447,1003,1169,179,460,"$532,288",$338.82,November,2025,$338.67
Mills,189,373,42,115,145,20,51,"$58,814",$311.19,November,2025,$311.05
San Saba,267,520,51,150,180,36,103,"$81,676",$305.90,November,2025,$305.76
Travis,43413,84075,13565,27472,31007,3744,8287,"$16,126,855",$371.48,November,2025,$371.31
Williamson,13121,29556,4428,10296,10671,970,3191,"$5,159,882",$393.25,November,2025,$393.08
Bastrop,4915,11032,1909,4187,3509,454,973,"$2,013,349",$409.63,December,2025,$409.53
Bell,21527,48791,6787,17111,19093,1852,3948,"$8,392,679",$389.87,December,2025,$389.78
Blanco,285,584,81,181,199,28,95,"$89,112",$312.67,December,2025,$312.59
Burnet,1601,3396,485,1067,1183,182,479,"$555,934",$347.24,December,2025,$347.16
Caldwell,2625,6279,1072,2358,2049,239,561,"$1,111,987",$423.61,December,2025,$423.51
Coryell,3338,7880,1089,2711,3114,309,657,"$1,258,781",$377.11,December,2025,$377.02
Falls,1166,2371,295,749,853,148,326,"$385,604",$330.71,December,2025,$330.63
Fayette,756,1578,205,534,551,72,216,"$248,293",$328.43,December,2025,$328.35
Freestone,1063,2176,302,685,785,122,282,"$355,200",$334.15,December,2025,$334.07
Gillespie,497,1068,157,336,366,45,164,"$173,203",$348.50,December,2025,$348.42
Hays,6947,15893,2504,5682,5855,551,1301,"$2,813,081",$404.93,December,2025,$404.83
Lampasas,1058,2178,233,698,823,140,284,"$360,066",$340.33,December,2025,$340.25
Lee,811,1742,271,584,599,94,194,"$297,318",$366.61,December,2025,$366.52
Limestone,1469,2974,382,938,1097,176,381,"$484,705",$329.96,December,2025,$329.88
Llano,984,1866,222,523,673,120,328,"$300,671",$305.56,December,2025,$305.49
McLennan,14215,30286,4335,10142,11442,1330,3037,"$5,117,716",$360.02,December,2025,$359.93
Milam,1544,3180,434,975,1134,175,462,"$518,643",$335.91,December,2025,$335.83
Mills,185,365,43,110,145,18,49,"$59,017",$319.01,December,2025,$318.93
San Saba,260,511,51,152,171,34,103,"$78,554",$302.13,December,2025,$302.06
Travis,42403,82095,13186,26743,30227,3675,8264,"$15,730,531",$370.98,December,2025,$370.89
Williamson,12880,28859,4307,10030,10372,954,3196,"$5,076,485",$394.14,December,2025,$394.05
Bastrop,4811,10715,1850,4004,3427,461,973,"$1,915,014",$398.05,January,2026,$396.49
Bell,21134,47834,6619,16724,18775,1831,3885,"$8,105,129",$383.51,January,2026,$382.01
Blanco,286,579,77,178,200,28,96,"$87,767",$306.88,January,2026,$305.68
Burnet,1581,3367,468,1084,1164,180,471,"$537,821",$340.18,January,2026,$338.85
Caldwell,2592,6159,1067,2298,2003,236,555,"$1,070,651",$413.06,January,2026,$411.44
Coryell,3267,7690,1054,2654,3034,299,649,"$1,195,424",$365.91,January,2026,$364.47
Falls,1131,2300,279,728,833,145,315,"$360,613",$318.84,January,2026,$317.59
Fayette,741,1539,200,516,539,73,211,"$234,021",$315.82,January,2026,$314.58
Freestone,1041,2100,284,657,761,123,275,"$332,507",$319.41,January,2026,$318.16
Gillespie,480,1024,157,320,342,42,163,"$160,176",$333.70,January,2026,$332.39
Hays,6843,15562,2446,5507,5764,538,1307,"$2,695,493",$393.91,January,2026,$392.36
Lampasas,1048,2138,234,665,816,134,289,"$343,289",$327.57,January,2026,$326.28
Lee,810,1737,265,583,602,91,196,"$291,008",$359.27,January,2026,$357.86
Limestone,1435,2887,368,899,1065,178,377,"$460,656",$321.01,January,2026,$319.75
Llano,961,1799,214,493,649,116,327,"$281,643",$293.07,January,2026,$291.92
McLennan,13926,29627,4241,9918,11131,1307,3030,"$4,865,369",$349.37,January,2026,$348.00
Milam,1530,3123,418,954,1124,167,460,"$496,349",$324.41,January,2026,$323.14
Mills,181,367,44,110,146,18,49,"$55,668",$307.56,January,2026,$306.35
San Saba,251,488,47,146,166,29,100,"$72,582",$289.17,January,2026,$288.04
Travis,41517,80174,12811,26088,29442,3617,8216,"$15,015,526",$361.67,January,2026,$360.25
Williamson,12736,28367,4241,9723,10252,956,3195,"$4,856,216",$381.30,January,2026,$379.80
Bastrop,4757,10607,1825,3960,3404,448,970,"$1,896,306",$398.63,February,2026,$395.20
Bell,20654,46589,6440,16285,18189,1795,3880,"$7,904,345",$382.70,February,2026,$379.41
Blanco,279,563,74,174,198,27,90,"$87,051",$312.01,February,2026,$309.33
Burnet,1555,3260,460,1029,1128,181,462,"$514,889",$331.12,February,2026,$328.27
Caldwell,2553,6033,1059,2226,1958,236,554,"$1,053,753",$412.75,February,2026,$409.20
Coryell,3206,7461,1031,2526,2964,291,649,"$1,169,672",$364.84,February,2026,$361.70
Falls,1108,2244,276,706,805,146,311,"$349,062",$315.04,February,2026,$312.33
Fayette,716,1475,172,508,513,74,208,"$227,810",$318.17,February,2026,$315.44
Freestone,1017,2039,287,625,735,120,272,"$328,701",$323.21,February,2026,$320.43
Gillespie,472,1003,153,314,331,43,162,"$159,620",$338.18,February,2026,$335.27
Hays,6714,15277,2400,5403,5614,535,1325,"$2,634,150",$392.34,February,2026,$388.97
Lampasas,1035,2122,242,658,801,136,285,"$343,463",$331.85,February,2026,$329.00
Lee,780,1660,249,563,561,87,200,"$276,657",$354.69,February,2026,$351.64
Limestone,1417,2839,360,867,1063,175,374,"$457,856",$323.12,February,2026,$320.34
Llano,949,1815,214,515,649,115,322,"$279,440",$294.46,February,2026,$291.93
McLennan,13655,28954,4157,9668,10865,1271,2993,"$4,791,435",$350.89,February,2026,$347.87
Milam,1489,3037,411,917,1089,168,452,"$484,345",$325.28,February,2026,$322.48
Mills,175,354,41,108,137,18,50,"$51,764",$295.79,February,2026,$293.25
San Saba,242,476,40,146,163,30,97,"$71,807",$296.72,February,2026,$294.17
Travis,40871,78899,12702,25549,28886,3612,8150,"$14,829,387",$362.83,February,2026,$359.71
Williamson,12484,27730,4114,9495,9984,950,3187,"$4,783,541",$383.17,February,2026,$379.88
Bastrop,4641,10350,1782,3830,3306,454,978,"$1,816,692",$391.44,March,2026,$395.20
Bell,20333,45748,6325,15991,17734,1797,3901,"$7,693,298",$378.37,March,2026,$379.41
Blanco,276,553,71,166,196,29,91,"$84,511",$306.20,March,2026,$309.33
Burnet,1528,3145,434,973,1097,176,465,"$485,811",$317.94,March,2026,$328.27
Caldwell,2467,5762,1013,2106,1850,236,557,"$999,886",$405.30,March,2026,$409.20
Coryell,3187,7396,1009,2505,2930,300,652,"$1,161,303",$364.39,March,2026,$361.70
Falls,1099,2207,285,671,793,144,314,"$335,039",$304.86,March,2026,$312.33
Fayette,707,1464,171,518,499,72,204,"$224,374",$317.36,March,2026,$315.44
Freestone,1001,1993,271,615,716,121,270,"$312,832",$312.52,March,2026,$320.43
Gillespie,466,968,144,297,324,41,162,"$149,612",$321.06,March,2026,$335.27
Hays,6525,14795,2354,5182,5418,522,1319,"$2,543,941",$389.88,March,2026,$388.97
Lampasas,1014,2059,234,625,778,137,285,"$330,888",$326.32,March,2026,$329.00
Lee,764,1627,238,559,548,83,199,"$269,296",$352.48,March,2026,$351.64
Limestone,1389,2736,352,829,1013,161,381,"$438,173",$315.46,March,2026,$320.34
Llano,932,1760,204,499,632,108,317,"$273,485",$293.44,March,2026,$291.93
McLennan,13380,28278,4050,9386,10568,1268,3006,"$4,630,430",$346.07,March,2026,$347.87
Milam,1461,2995,408,917,1052,170,448,"$475,990",$325.80,March,2026,$322.48
Mills,172,353,41,110,134,17,51,"$50,691",$294.72,March,2026,$293.25
San Saba,245,487,45,148,164,30,100,"$68,127",$278.07,March,2026,$294.17
Travis,39983,76988,12452,24964,27798,3574,8200,"$14,332,054",$358.45,March,2026,$359.71
Williamson,12247,27122,4064,9196,9734,935,3193,"$4,642,550",$379.08,March,2026,$379.88
